date,state,tot_cases,new_case,tot_death,conf_death,new_death,total_vaccinations,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-03-11,TN,788109,1512,11623,9342.0,17,1757433.0,1123145.0,8.89,25.73,607004.0,16.45,37.62,37837.0,5540.0,0.684
2021-02-15,HI,26097,31,423,,0,,,,,,,,5306.0,3748.0,
2021-01-12,HI,23048,108,306,,0,33483.0,,,2.36,,,10.01,,,0.23600000000000002
2021-03-06,TN,782206,1312,11543,9278.0,9,1580755.0,1026523.0,8.0,23.15,546244.0,15.03,33.76,39889.0,5841.0,0.6859999999999999
2021-02-19,AS,4,0,0,,0,16269.0,10267.0,10.75,29.21,5989.0,18.44,52.88,177.0,3178.0,0.552
2021-02-21,WV,129616,252,2261,,7,463513.0,290411.0,9.66,25.86,173068.0,16.2,26.85,10990.0,6132.0,0.963
2021-02-09,CO,407210,934,5746,5031.0,13,757560.0,542165.0,3.67,13.15,211328.0,9.41,18.15,22316.0,3875.0,0.725
2021-02-11,OH,931437,2806,12577,11104.0,721,1459174.0,1107677.0,2.99,12.48,349390.0,9.48,19.62,47299.0,4046.0,0.636
2021-03-06,PA,946985,2789,24317,,55,3298800.0,2257370.0,8.05,25.77,1030772.0,17.63,36.25,88971.0,6950.0,0.711
2021-03-04,UT,373319,611,1965,1909.0,10,746392.0,423205.0,6.14,23.28,196689.0,13.2,29.74,12054.0,3760.0,0.7829999999999999
2021-03-01,KS,294302,639,4744,,9,620939.0,417111.0,6.84,21.31,199266.0,14.32,29.78,15173.0,5208.0,0.716
2021-02-04,KS,278915,0,3895,,0,251425.0,198352.0,1.76,8.63,51322.0,6.81,16.19,8732.0,2997.0,0.5329999999999999
2021-03-03,IA,337686,624,5501,,3,753860.0,553471.0,6.14,23.89,193643.0,17.54,31.17,18878.0,5983.0,0.767
2021-03-10,PR,102051,46,2071,1760.0,4,674636.0,427506.0,7.79,21.12,248683.0,13.39,42.07,15230.0,4769.0,0.502
2021-02-18,SD,110871,186,1847,1495.0,3,171175.0,116461.0,6.17,19.35,54611.0,13.16,22.27,4206.0,4754.0,0.8690000000000001
2021-02-25,AK,55886,150,287,,0,249559.0,158560.0,12.36,34.11,90416.0,21.67,43.64,7201.0,9844.0,0.782
2021-03-07,AS,4,0,0,,0,21625.0,13386.0,14.74,38.83,8208.0,24.04,77.59,184.0,3304.0,0.5
2021-03-03,NY,927750,3389,18092,,28,4607571.0,2965267.0,8.0,23.68,1556522.0,15.24,33.12,112359.0,5776.0,0.715
2021-02-11,WV,126420,469,2187,,12,340780.0,226323.0,6.39,19.02,114445.0,12.63,21.62,9147.0,5104.0,0.88
2021-03-02,NY,924361,2683,18064,,33,4495821.0,2887869.0,7.83,23.11,1522346.0,14.84,30.78,103303.0,5310.0,0.7509999999999999
2021-01-29,TX,2330028,19076,35988,,349,2219867.0,1804291.0,1.43,7.66,413844.0,6.22,12.62,82155.0,2833.0,0.607
2021-03-02,TX,2655592,7747,43266,,271,5956629.0,3883032.0,7.13,20.54,2066013.0,13.39,28.4,165192.0,5697.0,0.723
2021-02-02,WV,121935,510,2031,,3,264205.0,194301.0,3.9,14.74,69893.0,10.84,18.14,7673.0,4281.0,0.813
2021-02-17,UT,363248,901,1806,1748.0,9,532635.0,314844.0,3.68,16.61,118086.0,9.82,18.89,3195.0,997.0,0.879
2021-03-04,KS,295109,0,4816,,0,661143.0,439753.0,7.44,22.69,216611.0,15.09,35.85,16959.0,5821.0,0.633
2021-01-13,TN,665499,4625,8148,6856.0,137,264713.0,150893.0,0.35,3.88,24026.0,2.21,8.76,13456.0,1970.0,0.44299999999999995
2021-02-16,NY,877624,3053,17440,,44,3110432.0,2102037.0,4.75,15.99,924475.0,10.81,20.53,95534.0,4911.0,0.779
2021-02-14,WV,127588,306,2210,,9,386583.0,247689.0,7.75,21.57,138882.0,13.82,22.07,9220.0,5145.0,0.977
2021-01-28,PR,92968,427,1812,1526.0,11,212179.0,165862.0,1.41,6.64,45057.0,5.19,16.44,9198.0,2880.0,0.40399999999999997
2021-01-26,MA,491513,2215,14138,13930.0,41,442703.0,376313.0,0.95,6.42,65761.0,5.46,12.71,17689.0,2566.0,0.505
2021-01-28,MA,498757,4222,14264,14056.0,43,490332.0,406024.0,1.21,7.11,83637.0,5.89,14.78,19602.0,2844.0,0.48100000000000004
2021-01-14,KS,252041,0,3355,,0,91565.0,77590.0,,3.14,,2.66,9.03,6648.0,2282.0,0.348
2021-02-12,MA,535382,2228,15259,15051.0,87,962711.0,741746.0,3.17,13.97,218795.0,10.76,21.75,39662.0,5754.0,0.642
2021-01-31,PA,843224,3985,21602,,0,1088172.0,862021.0,1.75,8.5,223489.0,6.73,15.44,49083.0,3834.0,0.55
2021-03-09,PR,102005,68,2067,1757.0,1,635352.0,404145.0,7.27,19.89,232141.0,12.65,39.33,11523.0,3608.0,0.506
2021-02-01,MA,510311,2270,14525,14317.0,30,608947.0,484829.0,1.78,8.83,122652.0,7.03,15.39,25047.0,3634.0,0.574
2021-02-02,NY,819616,4023,16406,,98,1966446.0,1541235.0,1.82,10.11,353127.0,7.92,15.35,73211.0,3763.0,0.6579999999999999
2021-02-05,CO,402714,1863,5704,4994.0,27,661703.0,495381.0,2.82,11.49,162511.0,8.6,17.18,19975.0,3469.0,0.669
2021-03-04,PA,941439,3028,24219,,50,3036398.0,2079821.0,7.4,23.72,946761.0,16.25,33.84,78068.0,6098.0,0.701
2021-01-27,AR,288964,1777,4742,,52,252824.0,209445.0,1.36,8.38,40910.0,6.94,13.46,11359.0,3764.0,0.622
2021-02-14,OH,939350,1809,16346,13904.0,6,1691925.0,1241257.0,3.83,14.47,447697.0,10.62,19.81,56851.0,4864.0,0.731
2021-02-08,IA,324908,465,5110,,2,345350.0,252349.0,2.84,10.95,89506.0,8.0,16.18,12555.0,3979.0,0.6759999999999999
2021-02-11,AR,311043,1103,5199,,25,430803.0,316972.0,3.67,14.28,110751.0,10.5,19.68,13225.0,4382.0,0.726
2021-01-25,WV,115839,532,1899,,4,203992.0,164528.0,2.2,11.38,39453.0,9.18,13.56,7992.0,4459.0,0.8390000000000001
2021-02-28,CO,428303,841,5951,5217.0,6,1371577.0,901520.0,8.03,23.82,462155.0,15.65,29.53,24202.0,4203.0,0.8059999999999999
2021-02-01,KS,276668,1983,3809,,30,226895.0,183035.0,1.45,7.79,42297.0,6.28,14.19,10311.0,3539.0,0.5489999999999999
2021-01-29,NY,798728,6799,16048,,89,1703218.0,1359970.0,1.4,8.76,271874.0,6.99,14.51,71318.0,3666.0,0.603
2021-02-18,PR,98624,118,1947,1655.0,7,408058.0,284163.0,3.83,12.78,122443.0,8.9,22.96,10157.0,3180.0,0.557
2021-02-12,UT,359641,1060,1785,1729.0,11,510267.0,307059.0,3.3,15.92,105704.0,9.58,18.08,19110.0,5961.0,0.88
2021-03-07,NM,186922,180,3808,,12,814029.0,515590.0,13.83,38.82,289944.0,24.59,42.99,15499.0,7392.0,0.903
2021-02-26,OK,425667,712,4389,3860.0,59,1006064.0,651825.0,8.76,25.43,346826.0,16.47,35.02,27507.0,6952.0,0.726
2021-02-15,NY,874571,2910,17396,,50,,,,,,,,85676.0,4404.0,
2021-02-23,NY,900510,3122,17798,,43,3772702.0,2433665.0,6.45,19.39,1254485.0,12.51,24.86,94610.0,4863.0,0.78
2021-03-07,MA,568979,1281,16293,16085.0,41,2148356.0,1473003.0,9.72,31.17,669683.0,21.37,36.23,58920.0,8548.0,0.86
2021-01-31,KS,274685,0,3779,,0,221469.0,180156.0,1.36,7.6,39753.0,6.18,14.19,10031.0,3443.0,0.536
2021-01-21,PA,788834,5664,20128,,260,605428.0,508391.0,0.75,4.73,96395.0,3.97,10.5,27859.0,2176.0,0.45
2021-02-11,TN,752033,1624,10812,8706.0,81,866352.0,595081.0,3.92,12.69,267820.0,8.71,18.97,26016.0,3810.0,0.669
2021-01-13,PR,84816,177,1679,1397.0,20,84432.0,67475.0,0.36,2.64,11550.0,2.11,9.56,9873.0,3091.0,0.276
2021-01-27,KS,272517,3262,3718,,96,168392.0,140685.0,0.91,5.78,26457.0,4.83,13.49,6527.0,2240.0,0.429
2021-01-14,NM,160543,1424,2836,,29,89415.0,73428.0,,4.26,,3.5,9.76,5590.0,2666.0,0.43700000000000006
2021-02-21,IA,332641,413,5336,,0,599489.0,445872.0,4.68,19.0,147615.0,14.13,22.44,20425.0,6474.0,0.847
2021-02-18,UT,364399,1151,1813,1755.0,7,551742.0,322861.0,3.93,17.21,126080.0,10.07,19.29,5925.0,1848.0,0.892
2021-01-22,AK,51204,263,252,,0,81096.0,67262.0,1.88,11.09,13718.0,9.19,21.26,4580.0,6261.0,0.522
2021-01-21,MA,472806,4821,13830,13622.0,75,353117.0,306646.0,0.67,5.12,46247.0,4.45,11.26,17092.0,2480.0,0.455
2021-02-07,CO,405289,1034,5731,5020.0,10,729895.0,528379.0,3.43,12.67,197523.0,9.18,17.21,22952.0,3986.0,0.736
2021-03-01,OK,426901,217,4544,3983.0,56,1119049.0,709513.0,10.16,28.28,401951.0,17.93,35.38,32546.0,8225.0,0.799
2021-03-11,OH,984934,1448,17825,17825.0,0,3391091.0,2161650.0,10.63,29.01,1242387.0,18.49,39.26,77234.0,6607.0,0.7390000000000001
2021-02-13,SD,110205,137,1838,1488.0,7,155026.0,106251.0,5.5,17.52,48674.0,12.01,20.58,3919.0,4430.0,0.852
2021-02-05,IA,323509,800,5067,,34,293377.0,215693.0,2.35,9.3,74252.0,6.84,16.1,9861.0,3125.0,0.578
2021-02-06,AR,306064,1341,5061,,11,374674.0,290153.0,2.7,12.42,81564.0,9.61,17.9,12289.0,4072.0,0.6940000000000001
2021-02-07,SD,109229,97,1809,1463.0,5,131439.0,91598.0,4.49,14.86,39756.0,10.35,18.22,3640.0,4115.0,0.816
2021-03-07,PR,101817,185,2065,1755.0,3,628400.0,396923.0,7.19,19.68,229772.0,12.43,39.16,11255.0,3524.0,0.502
2021-01-31,TX,2360632,11370,36491,,171,2408879.0,1928227.0,1.65,8.31,478812.0,6.65,12.62,92226.0,3181.0,0.6579999999999999
2021-02-11,AK,54134,143,278,,0,162273.0,116001.0,6.29,22.18,46006.0,15.86,36.94,4620.0,6315.0,0.6
2021-02-04,AK,53114,158,277,,0,129936.0,99596.0,4.12,17.76,30172.0,13.61,32.85,3440.0,4702.0,0.541
2021-01-18,SD,105659,115,1667,1346.0,11,,,,,,,,1902.0,2150.0,
2021-02-09,HI,25770,28,415,,0,194035.0,142259.0,3.0,13.7,42472.0,10.05,20.2,8017.0,5662.0,0.679
2021-02-27,NY,915323,3769,17964,,31,4060431.0,2595249.0,7.09,20.87,1380104.0,13.34,29.59,74919.0,3851.0,0.705
2021-01-29,AS,3,0,0,,0,9925.0,8926.0,1.79,17.82,997.0,16.03,33.13,479.0,8601.0,0.5379999999999999
2021-02-06,MA,523422,3378,14830,14622.0,59,727120.0,571853.0,2.23,10.55,153692.0,8.3,18.1,25720.0,3732.0,0.583
2021-03-09,FL,1916774,4334,31889,,125,5961421.0,3760044.0,9.66,27.76,2074763.0,17.51,39.37,126219.0,5877.0,0.705
2021-01-24,WV,115307,555,1895,,23,202883.0,163801.0,2.18,11.32,39071.0,9.14,13.56,8493.0,4739.0,0.835
2021-01-29,MA,501538,2781,14362,14154.0,98,520504.0,422803.0,1.4,7.55,96373.0,6.13,15.34,21411.0,3106.0,0.49200000000000005
2021-01-31,MA,508041,2546,14495,14287.0,46,579181.0,461408.0,1.69,8.4,116315.0,6.69,15.39,22768.0,3303.0,0.546
2021-02-22,CO,421294,680,5893,5165.0,1,1231699.0,831826.0,6.82,21.39,392925.0,14.44,23.42,38285.0,6648.0,0.9129999999999999
2021-02-07,IA,324443,506,5108,,0,328412.0,237554.0,2.77,10.41,87373.0,7.53,16.18,10887.0,3451.0,0.643
2021-02-10,CO,407961,751,5770,5055.0,24,787041.0,557204.0,3.92,13.67,225626.0,9.68,19.29,24274.0,4215.0,0.7090000000000001
2021-01-19,PA,777186,5341,19467,,77,544416.0,464339.0,0.62,4.25,79526.0,3.63,8.4,28924.0,2259.0,0.506
2021-03-10,UT,376327,658,1992,1936.0,2,903099.0,529210.0,7.61,28.17,243839.0,16.51,34.04,22455.0,7004.0,0.8270000000000001
2021-01-31,GA,909445,3587,14198,12570.0,2,906186.0,766875.0,1.13,8.53,119878.0,7.22,13.65,43160.0,4065.0,0.625
2021-02-16,PA,899237,2377,23126,,7,1832629.0,1369992.0,3.57,14.32,457037.0,10.7,21.18,50636.0,3955.0,0.6759999999999999
2021-02-12,HI,25966,61,422,,1,208807.0,154828.0,3.81,14.75,53976.0,10.94,21.91,5585.0,3945.0,0.6729999999999999
2021-02-12,AS,3,0,0,,0,15032.0,10057.0,8.92,26.99,4968.0,18.06,52.88,429.0,7703.0,0.51
2021-02-15,WV,127889,301,2212,,2,,,,,,,,9532.0,5319.0,
2021-01-12,NM,157974,887,2794,,30,78235.0,43344.0,0.54,3.73,11335.0,2.07,8.44,,,0.442
2021-03-04,OK,429082,818,4649,4073.0,19,1181414.0,745587.0,10.82,29.86,427987.0,18.84,41.33,30556.0,7722.0,0.722
2021-03-07,SD,113589,211,1900,1542.0,2,322959.0,211042.0,12.62,36.51,111666.0,23.86,45.17,6382.0,7214.0,0.8079999999999999
2021-03-08,OH,979725,1254,17656,17656.0,0,3203772.0,2042646.0,9.85,27.41,1151455.0,17.47,34.71,77561.0,6635.0,0.79
2021-02-11,MA,533154,2213,15172,14964.0,61,924612.0,715308.0,3.01,13.41,207392.0,10.38,20.97,38812.0,5631.0,0.64
2021-03-10,WV,134158,302,2330,,4,611113.0,370361.0,12.99,34.1,232746.0,20.67,43.46,9951.0,5553.0,0.785
2021-02-16,TX,2567297,3348,40645,,52,4256383.0,3037786.0,4.19,14.68,1215236.0,10.48,17.63,117172.0,4041.0,0.8320000000000001
2021-02-07,PA,870321,4717,22467,,71,1407839.0,1082700.0,2.51,11.0,321336.0,8.46,17.91,45667.0,3567.0,0.614
2021-01-28,KS,272517,0,3718,,0,190301.0,157536.0,1.08,6.53,31429.0,5.41,13.92,8552.0,2935.0,0.469
2021-03-04,TX,2671442,8028,43878,,315,6379094.0,4110436.0,7.79,22.0,2260140.0,14.18,30.48,181691.0,6266.0,0.722
2021-02-24,WV,130382,243,2285,,11,474477.0,295452.0,9.99,26.48,178975.0,16.49,31.03,11210.0,6255.0,0.853
2021-02-25,TX,2621181,7389,42285,,305,5107257.0,3432978.0,5.75,17.61,1667843.0,11.84,25.45,110504.0,3811.0,0.6920000000000001
2021-01-30,AK,52470,135,260,,0,115268.0,91794.0,3.19,15.76,23320.0,12.55,26.4,3846.0,5257.0,0.597
2021-02-22,AR,315759,245,5363,,6,535413.0,370403.0,5.35,17.74,161470.0,12.27,22.91,8204.0,2719.0,0.774
2021-02-03,OK,400526,2698,3691,3301.0,27,462440.0,372020.0,2.21,11.69,87596.0,9.4,17.08,16757.0,4235.0,0.684
2021-03-06,AR,324653,327,5297,,14,744139.0,475550.0,8.76,24.66,264478.0,15.76,36.06,17353.0,5750.0,0.684
2021-03-05,NM,186460,304,3787,,18,765965.0,489800.0,12.77,36.53,267819.0,23.36,42.67,15550.0,7416.0,0.856
2021-02-15,KS,287450,1348,4406,,42,,,,,,,,12932.0,4439.0,
2021-02-24,TN,768946,1631,11266,9060.0,68,1175995.0,784786.0,5.66,17.22,386198.0,11.49,25.98,25211.0,3692.0,0.6629999999999999
2021-03-01,GA,1008660,2139,17376,15148.0,81,2072628.0,1282199.0,7.04,19.52,747398.0,12.08,27.14,28421.0,2677.0,0.7190000000000001
2021-01-29,FL,1667442,10745,26254,,219,1796246.0,1554179.0,1.1,8.36,236834.0,7.24,14.99,68838.0,3205.0,0.5579999999999999
2021-02-07,UT,354608,908,1736,1683.0,3,400285.0,284458.0,2.75,12.49,88190.0,8.87,15.39,16255.0,5070.0,0.8109999999999999
2021-03-04,MA,564526,1410,16175,15967.0,42,1941018.0,1352002.0,8.47,28.16,583872.0,19.62,34.55,52052.0,7552.0,0.815
2021-02-03,NM,175652,670,3338,,28,284830.0,219033.0,3.0,13.58,62821.0,10.45,16.99,9679.0,4616.0,0.8
2021-01-28,NM,171719,672,3226,,28,224692.0,180272.0,1.99,10.72,41669.0,8.6,15.01,10318.0,4921.0,0.7140000000000001
2021-01-31,CO,393421,0,5594,4882.0,0,569234.0,440576.0,2.17,9.88,125078.0,7.65,14.12,19248.0,3342.0,0.7
2021-02-28,IA,336329,322,5471,,1,713054.0,530741.0,5.57,22.6,175777.0,16.82,28.58,16224.0,5142.0,0.7909999999999999
2021-01-13,AR,262020,2467,4186,,65,94854.0,80458.0,0.43,3.14,12849.0,2.67,9.87,53975.0,17886.0,0.319
2021-02-26,FL,1863453,5783,30624,,146,4704530.0,3032041.0,7.64,21.9,1640330.0,14.12,28.32,72297.0,3366.0,0.773
2021-02-21,AK,55198,0,286,,0,235141.0,152349.0,11.25,32.14,82272.0,20.83,41.0,7330.0,10020.0,0.784
2021-02-02,NM,174982,432,3310,,15,277617.0,213941.0,2.9,13.24,60740.0,10.2,16.74,9640.0,4597.0,0.7909999999999999
2021-01-30,GA,905858,6343,14196,12568.0,210,856746.0,729117.0,1.03,8.07,109311.0,6.87,13.65,36097.0,3400.0,0.591
2021-02-02,IA,320618,804,4919,,13,259522.0,195234.0,1.94,8.23,61085.0,6.19,13.16,8791.0,2786.0,0.625
2021-03-01,IA,336647,318,5472,,1,734845.0,543027.0,5.87,23.29,185255.0,17.21,28.58,17665.0,5599.0,0.815
2021-01-18,AS,3,0,0,,0,,,,,,,,402.0,7219.0,
2021-03-10,KS,297229,778,4851,,35,769636.0,532078.0,9.38,26.42,273211.0,18.26,41.01,17816.0,6115.0,0.644
2021-03-05,NY,935418,4100,18166,,48,4864621.0,3162405.0,8.31,25.01,1616099.0,16.26,35.21,129919.0,6678.0,0.71
2021-02-28,TN,775004,1117,11411,9170.0,18,1359382.0,888096.0,6.81,19.91,465021.0,13.0,28.78,34609.0,5068.0,0.6920000000000001
2021-02-25,OK,424955,775,4330,3807.0,18,967522.0,634889.0,8.22,24.45,325335.0,16.04,33.73,38155.0,9642.0,0.725
2021-02-15,GA,966807,2070,15928,13997.0,57,,,,,,,,41120.0,3873.0,
2021-03-09,OH,981618,1893,17825,17825.0,169,3255735.0,2070097.0,10.08,27.85,1178428.0,17.71,37.06,76075.0,6508.0,0.752
2021-02-28,NM,185132,244,3716,,16,705538.0,456360.0,11.52,33.65,241550.0,21.76,35.23,15655.0,7466.0,0.955
2021-01-17,OK,361609,1802,3004,2754.0,8,,,,,,,,12982.0,3281.0,
2021-02-26,AS,4,0,0,,0,20336.0,12275.0,14.43,36.52,8037.0,22.04,52.88,581.0,10433.0,0.691
2021-02-13,FL,1788827,7377,28683,,118,3351430.0,2304435.0,4.79,15.6,1028266.0,10.73,20.68,137942.0,6423.0,0.755
2021-01-15,CO,371458,2281,5343,4659.0,27,272233.0,223761.0,0.82,4.73,47021.0,3.89,9.23,15935.0,2767.0,0.512
2021-03-11,TX,2704344,4755,45106,,231,7730664.0,4893813.0,8.96,26.66,2598847.0,16.88,36.77,193081.0,6659.0,0.725
2021-02-20,OH,952306,2611,16749,14248.0,56,2066995.0,1460227.0,5.16,17.68,602623.0,12.49,21.42,64835.0,5547.0,0.825
2021-02-20,TN,764008,1335,11115,8942.0,51,1097826.0,748756.0,5.05,16.08,344665.0,10.96,21.63,24434.0,3578.0,0.743
2021-01-14,AR,264511,2491,4228,,42,108316.0,90339.0,,3.59,,2.99,9.87,33718.0,11173.0,0.364
2021-02-19,WV,129055,295,2248,,12,440614.0,279255.0,9.0,24.59,161329.0,15.58,26.85,12741.0,7109.0,0.9159999999999999
2021-02-06,GA,937402,4490,15090,13324.0,232,1098863.0,887597.0,1.78,10.35,188736.0,8.36,15.9,34588.0,3258.0,0.6509999999999999
2021-01-20,PA,783170,5984,19868,,401,568660.0,482791.0,0.67,4.44,85290.0,3.77,9.56,26959.0,2106.0,0.465
2021-01-30,UT,345430,1468,1663,1617.0,8,286501.0,227616.0,1.43,8.94,45874.0,7.1,12.52,11967.0,3733.0,0.7140000000000001
2021-02-21,PA,913497,1906,23597,,27,2306828.0,1667727.0,4.94,18.02,631998.0,13.03,23.35,69214.0,5407.0,0.772
2021-01-27,FL,1645507,8211,25833,,160,1632491.0,1451507.0,0.82,7.6,176671.0,6.76,14.41,56074.0,2611.0,0.527
2021-02-16,AS,4,0,0,,0,16109.0,10236.0,10.52,28.93,5860.0,18.38,52.88,490.0,8799.0,0.547
2021-01-26,PR,92244,175,1794,1509.0,11,188681.0,147910.0,1.24,5.91,39522.0,4.63,13.05,8450.0,2646.0,0.45299999999999996
2021-01-16,IA,304270,1150,4321,,64,,,,,,,,7071.0,2241.0,
2021-03-02,HI,26780,33,436,,0,392771.0,249631.0,10.09,27.74,142855.0,17.63,37.89,8453.0,5970.0,0.732
2021-01-16,NM,162893,1088,2910,,36,,,,,,,,7695.0,3670.0,
2021-02-02,AK,52775,107,277,,17,123443.0,97076.0,3.58,16.87,26207.0,13.27,26.93,3613.0,4939.0,0.627
2021-02-07,TX,2483742,6959,38643,,167,3246638.0,2464468.0,2.69,11.2,779857.0,8.5,15.18,119680.0,4127.0,0.737
2021-01-28,OH,883716,5432,11006,9803.0,75,789869.0,683323.0,0.91,6.76,106035.0,5.85,13.11,43198.0,3696.0,0.515
2021-02-23,PR,99519,43,2007,1706.0,21,480439.0,322212.0,4.91,15.04,156724.0,10.09,25.46,13323.0,4172.0,0.591
2021-02-24,OK,424180,1170,4312,3790.0,39,935457.0,617842.0,7.84,23.64,310347.0,15.61,32.12,34146.0,8629.0,0.736
2021-02-10,FL,1765659,7405,28208,,160,2835535.0,2064585.0,3.52,13.2,756678.0,9.61,19.83,100338.0,4672.0,0.6659999999999999
2021-02-28,FL,1874154,5385,30852,,118,5044420.0,3222786.0,8.32,23.49,1787164.0,15.01,29.39,93910.0,4372.0,0.799
2021-02-12,TX,2541845,12502,40095,,324,3873581.0,2834361.0,3.57,13.36,1036384.0,9.78,17.57,134688.0,4645.0,0.76
2021-01-25,HI,24587,116,339,,0,92092.0,74296.0,1.26,6.5,17795.0,5.25,13.53,4627.0,3268.0,0.48100000000000004
2021-03-07,NY,942268,3282,18228,,27,5237597.0,3447101.0,8.76,26.92,1703626.0,17.72,36.03,144621.0,7434.0,0.747
2021-03-05,UT,373868,549,1970,1914.0,5,796749.0,457545.0,6.43,24.85,206238.0,14.27,30.9,19168.0,5979.0,0.804
2021-02-18,NM,181739,407,3580,,18,456034.0,306504.0,6.87,21.75,144049.0,14.62,21.67,12310.0,5871.0,1.003
2021-02-27,AR,319195,557,5417,,10,622665.0,404883.0,7.09,20.63,213974.0,13.42,29.58,14537.0,4817.0,0.698
2021-01-26,AS,3,0,0,,0,8315.0,7365.0,1.7,14.93,948.0,13.23,33.13,508.0,9122.0,0.451
2021-02-19,NY,887832,3838,17622,,67,3447521.0,2296133.0,5.48,17.72,1066991.0,11.8,21.41,104996.0,5397.0,0.828
2021-01-16,MA,453924,5657,13513,13305.0,74,,,,,,,,17130.0,2485.0,
2021-01-13,OK,349553,2932,2892,2664.0,34,172403.0,118786.0,0.56,4.36,22278.0,3.0,10.03,14560.0,3680.0,0.434
2021-02-05,OK,403185,0,3718,3317.0,0,510693.0,393313.0,2.89,12.91,114208.0,9.94,17.7,17715.0,4477.0,0.7290000000000001
2021-03-09,HI,27113,41,442,,0,464100.0,287071.0,12.71,32.78,179965.0,20.28,44.65,10190.0,7197.0,0.7340000000000001
2021-02-07,OH,920217,2138,11659,10351.0,7,1293965.0,1006750.0,2.44,11.07,285694.0,8.61,16.27,48565.0,4155.0,0.68
2021-02-19,TN,762673,1372,11064,8898.0,7,1083579.0,740230.0,4.96,15.87,339016.0,10.84,21.47,25995.0,3806.0,0.7390000000000001
2021-01-12,AR,259553,3209,4121,,40,40879.0,39357.0,0.0,1.35,8.0,1.3,9.09,,,0.149
2021-02-06,FL,1739276,7345,27599,,142,2385839.0,1865090.0,2.38,11.11,512064.0,8.68,17.66,70806.0,3297.0,0.629
2021-02-02,KS,276668,0,3809,,0,231201.0,185065.0,1.52,7.94,44420.0,6.35,14.19,10351.0,3553.0,0.5589999999999999
2021-02-01,SD,108315,65,1778,1429.0,0,107685.0,77052.0,3.45,12.17,30557.0,8.71,14.77,3596.0,4065.0,0.8240000000000001
2021-02-02,MA,512274,1963,14570,14362.0,45,625477.0,497445.0,1.84,9.07,126560.0,7.22,15.09,26111.0,3788.0,0.602
2021-01-21,UT,330469,2161,1547,1506.0,30,189578.0,166334.0,0.54,5.91,17275.0,5.19,10.54,10599.0,3306.0,0.561
2021-01-15,AR,267635,3124,4263,,35,118338.0,97829.0,0.62,3.92,18781.0,3.24,9.87,25820.0,8556.0,0.397
2021-02-20,KS,290832,0,4614,,0,488738.0,345965.0,4.76,16.78,138765.0,11.88,22.17,17264.0,5926.0,0.757
2021-01-26,PA,812495,4628,20883,,219,800354.0,657711.0,1.1,6.25,141304.0,5.14,12.78,36563.0,2856.0,0.489
2021-02-08,UT,355122,514,1738,1685.0,2,506629.0,304991.0,3.25,15.8,104274.0,9.51,15.39,26228.0,8181.0,1.0270000000000001
2021-02-27,KS,293663,0,4735,,0,583498.0,394351.0,6.34,20.03,184698.0,13.54,29.78,13537.0,4647.0,0.6729999999999999
2021-01-16,NY,704870,9677,14570,,113,,,,,,,,59662.0,3067.0,
2021-02-22,NY,897388,2788,17755,,44,3711664.0,2408373.0,6.26,19.08,1218748.0,12.38,21.44,99122.0,5095.0,0.89
2021-03-08,MA,569871,892,16311,16103.0,18,2199086.0,1493343.0,10.08,31.91,695094.0,21.67,36.23,56508.0,8198.0,0.8809999999999999
2021-01-21,FL,1584442,12602,24739,,161,1239975.0,1125338.0,0.52,5.77,111763.0,5.24,11.85,66499.0,3096.0,0.48700000000000004
2021-02-14,PA,894915,2571,23096,,24,1822327.0,1363250.0,3.54,14.23,453485.0,10.65,21.01,59213.0,4625.0,0.6779999999999999
2021-03-11,OK,431366,422,4764,4174.0,10,1364914.0,863480.0,12.29,34.49,486421.0,21.82,48.4,26214.0,6625.0,0.713
2021-01-26,CO,388620,1158,5517,4809.0,5,457746.0,372266.0,1.44,7.95,82946.0,6.46,12.61,18208.0,3162.0,0.63
2021-03-03,UT,372708,729,1955,1899.0,6,745913.0,423021.0,6.13,23.27,196395.0,13.19,28.44,16677.0,5202.0,0.818
2021-02-28,TX,2644024,3815,42936,,197,5566612.0,3674676.0,6.5,19.2,1884890.0,12.67,26.26,127535.0,4398.0,0.731
2021-02-26,TN,772513,1573,11377,9138.0,56,1257333.0,829456.0,6.18,18.41,422273.0,12.15,27.5,24822.0,3635.0,0.67
2021-01-14,WV,105219,827,1702,,31,118660.0,99061.0,,6.62,,5.53,8.98,7665.0,4277.0,0.737
2021-02-01,AK,52668,70,260,,0,122020.0,96396.0,3.48,16.68,25467.0,13.18,26.4,3570.0,4880.0,0.632
2021-02-26,WV,131234,421,2291,,1,501913.0,308262.0,10.8,28.01,193594.0,17.2,31.87,8757.0,4886.0,0.879
2021-02-16,OK,418297,948,4099,3624.0,28,694616.0,484478.0,5.21,17.55,206173.0,12.24,20.64,15201.0,3842.0,0.851
2021-02-16,AR,313525,177,5287,,12,483438.0,343637.0,4.52,16.02,136415.0,11.39,20.93,11330.0,3754.0,0.765
2021-02-06,AS,3,0,0,,0,12259.0,9779.0,4.45,22.01,2478.0,17.56,52.88,333.0,5980.0,0.41600000000000004
